ACAR0190,UNIT,150,16,ROLL,ROLL
,N,1,,,,
ACAR0190,UNIT,160,17,CAN,CAN
,N,1,,,,
ACAR0190,UNIT,170,18,SHEET,SHEET
,N,1,,,,
ACAR0190,UNIT,180,19,TON,TON
,N,1,,,,
ACAR0190,UNIT,190,20,GR,GRAM
,N,1,,,,
ACAR0190,UNIT,200,21,BOT,BOT,N,1,,,,
ACAR0190,UNIT,210,22,SERVICE,SERVICE,N,1,,,,
ACAR0190,UNIT,220,23,PCS,PCS,N,1,,,,
ACBC0060,CONFIRM CANCEL OPTION,10,Y,CONFIRM CANCEL,CONFIRM CANCEL,Y,1,,,,
ACBC0060,CONFIRM CANCEL OPTION,20,N,NOT CONFIRM CANCEL,NOT CONFIRM CANCEL,N,1,,,,
ACBG0010,VOUCHER STATUS,1,0,Approved,Approved,N,1,,,,
ACBG0010,VOUCHER STATUS,1,1,Saved,Saved,N,1,,,,
ACBG0010,VOUCHER STATUS,1,2,Confirmed,Confirmed,N,1,,,,
ACBG0010,VOUCHER STATUS,1,3,Cancelled,Cancelled,N,1,,,,
ACBG0020,FINANCIAL STATEMENTS,10,90,Trial Balance,Trial Balance,N,1,,,,
ACBG0020,FINANCIAL STATEMENTS,20,91,Balance Sheet,Balance Sheet,N,1,,,,
ACBG0020,FINANCIAL STATEMENTS,30,92,Income Statement,Income Statement,N,1,,,,
ACBG0020,FINANCIAL STATEMENTS,40,93,Production Expense,Production Expense,N,1,,,,
ACBG0020,FINANCIAL STATEMENTS,50,94,Sales & Admin Expense,Sales & Admin Expense,N,1,,,,
ACBG0020,FINANCIAL STATEMENTS,60,95,VAT Summary,VAT Summary,N,1,,,,
ACBG0030,LEFT/RIGHT,10,L,Left,Left,N,1,,,,
